abstract,authors,id,title,url 
"This Special Issue is focused on breakthrough developments in the field of biosensors and current scientific progress in biomedical signal processing. The papers address innovative solutions in assistance robotics based on bioelectrical signals, including: Affordable biosensor technology, affordable assistive-robotics devices, new techniques in myoelectric control and advances in brain⁻machine interfacing.","Torres F
Puente ST
Úbeda A
","(PMID:30336595
 PMCID:PMC6211006)",Assistance Robotics and Biosensors.,https://europepmc.org/abstract/MED/30336595%0A
"Ideal cardiovascular health (CVH) was defined as meeting ideal levels of 4 health behaviours (smoking, body mass index, physical activity, and diet) and 3 biological factors (blood pressure, total cholesterol, and glucose) and is inversely related to cardiovascular disease and mortality. However, the prevalence of ideal CVH in patients with severe mental illness and the possible independent associations of sedentary behaviour and fitness with CVH score are unexplored.This study included 142 (34 women) outpatients with severe mental illness (primarily schizophrenia, n = 92). CVH was evaluated according to the American Heart Association guidelines. Sedentary behaviour, cardiorespiratory fitness, and muscular strength were measured by an activity-monitor, the 6-min walk test, and handgrip dynamometry. Cardiorespiratory fitness and strength values were combined in a composite fitness score. The prevalence of ideal CVH was: non-smoking (47.9%), body mass index (16.9), physical activity (83.1%), diet (10.4%), blood pressure (40.4%), total cholesterol (62.9%), and plasma glucose (66.7%). Low levels of sedentary behaviour and high cardiorespiratory, strength, and composite fitness score were associated with meeting the ideal threshold in most CVH metrics and having higher global CVH score; however, only cardiorespiratory and composite fitness score remained significantly related to global CVH score independent of sedentary behaviour and multiple confounders.Patients with severe mental illness generally have low prevalence of ideal CVH metrics, especially diet and body mass index. Additionally, our findings suggest the need or considering cardiorespiratory fitness, regardless of sedentary behaviour, to promote ideal CVH in this population.","Bueno-Antequera J
Oviedo-Caro MÁ
Munguía-Izquierdo D
","(PMID:29898823
)",Ideal cardiovascular health and its association with sedentary behaviour and fitness in psychiatric patients. The PsychiActive project.,https://europepmc.org/abstract/MED/29898823%0A
"In this paper, we propose two four-base related 2D curves of DNA primary sequences (termed as F-B curves) and their corresponding single-base related 2D curves (termed as A-related, G-related, T-related and C-related curves). The constructions of these graphical curves are based on the assignments of individual base to four different sinusoidal (or tangent) functions; then by connecting all these points on these four sinusoidal (tangent) functions, we can get the F-B curves; similarly, by connecting the points on each of the four sinusoidal (tangent) functions, we get the single-base related 2D curves. The proposed 2D curves are all strictly non degenerate. Then, a 8-component characteristic vector is constructed to compare similarity among DNA sequences from different species based on a normalized geometrical centers of the proposed curves. As examples, we examine similarity among the coding sequences of the first exon of beta-globin gene from eleven species, similarity of cDNA sequences of beta-globin gene from eight species, and similarity of the whole mitochondrial genomes of 18 eutherian mammals. The experimental results well demonstrate the effectiveness of the proposed method.","Xie GS
Jin XB
Yang C
Pu J
Mo Z
","(PMID:29675730
)",Graphical Representation and Similarity Analysis of DNA Sequences Based on Trigonometric Functions.,https://europepmc.org/abstract/MED/29675730%0A
"Optical analog signal processing has been gaining significant attention as a way to overcome the speed and energy limitations of digital techniques. Metasurfaces offer a promising avenue towards this goal due to their efficient manipulation of optical signals over deeply subwavelength volumes. To date, metasurfaces have been proposed to transform signals in the spatial domain, e.g., for beam steering, focusing, or holography, for which angular-dependent responses, or nonlocality, are unwanted features that must be avoided or mitigated. Here, we show that the metasurface nonlocality can be engineered to enable signal manipulation in the momentum domain over an ultrathin platform. We explore nonlocal metasurfaces performing basic mathematical operations, paving the way towards fast and power-efficient ultrathin devices for edge detection and optical image processing.","Kwon H
Sounas D
Cordaro A
Polman A
Alù A
","(PMID:30411907
)",Nonlocal Metasurfaces for Optical Signal Processing.,https://europepmc.org/abstract/MED/30411907%0A
"Agronomic experiments are often complex and difficult to interpret, and the proper use of appropriate statistical methodology is essential for an efficient and reliable analysis. In this paper, the basics of the statistical analysis of designed experiments are discussed using real examples from agricultural field trials. Factorial designs allow for the study of two or more treatment factors in the same experiment, and here we discuss the analysis of factorial designs for both qualitative and quantitative level treatment factors. Where treatment factors have quantitative levels, models of treatment effects are essential for efficient analysis and in this paper we discuss the use of polynomials for empirical quantitative modelling of treatment effects. The example analyses cover experiments with a single quantitative level factor, experiments with mixtures of quantitative and qualitative level factors, polynomial regression designs with two quantitative level factors, split‐plot designs with quantitative level factors and repeated‐measures designs with correlated data and a quantitative treatment response over time. Modern mixed model computer software for routine analysis of experimental data is now readily available, and we demonstrate the use of two alternative software packages, the SAS package and the R language. The main purpose of the paper is to exemplify standard statistical methodology for routine analysis of designed experiments in agricultural research, but in our discussion we also provide some references for the study of more advanced methodology.","Piepho HP
R. N. Edmondson
","(AGR:IND606117336
)",A tutorial on the statistical analysis of factorial experiments with qualitative and quantitative treatment factor levels,https://europepmc.org/abstract/AGR/IND606117336%0A
"Laser-induced fluorescence (LIF) using a pulsed laser is successfully applied in an argon plasma. The laser system consists of a pumping pulse laser fixed at 532 nm and a tunable dye laser. Using a homemade Fabry-Perot interferometer, the large linewidth of the original output is reduced by one order from 4 GHz to 340 MHz. The measured ion temperature is 0.15 eV with a velocity resolution about 200 m/s. It provides great possibility for the combination of LIF and planar LIF using the same pulsed laser system.","Zhang Q
Xie J
Luo M
Sun X
Fan F
Lu Q
Ding W
Zhu Y
","(PMID:30399798
)",Laser-induced fluorescence diagnostic via pulsed lasers in an argon plasma.,https://europepmc.org/abstract/MED/30399798%0A
"3D structures with complex geometric features at the microscale, such as microparticles and microfibers, have promising applications in biomedical engineering, self-assembly, and photonics. Fabrication of complex 3D microshapes at scale poses a unique challenge; high-resolution methods such as two-photon-polymerization have print speeds too low for high-throughput production, while top-down approaches for bulk processing using microfabricated template molds have limited control of microstructure geometries over multiple axes. Here, a method for microshape fabrication is presented that combines a thermally drawn transparent fiber template with a masked UV-photopolymerization approach to enable biaxial control of microshape fabrication. Using this approach, high-resolution production of complex microshapes not producible using alternative methods is demonstrated, such as octahedrons, dreidels, and axially asymmetric fibers, at throughputs as high as 825 structures/minute. Finally, the fiber template is functionalized with conductive electrodes to enable hierarchical subparticle localization using dielectrophoretic forces.","Yuan R
Nagarajan MB
Lee J
Voldman J
Doyle PS
Fink Y
","(PMID:30369043
)",Designable 3D Microshapes Fabricated at the Intersection of Structured Flow and Optical Fields.,https://europepmc.org/abstract/MED/30369043%0A
"The human body's immune response to bacterial challenge, even when successful in controlling the infection, can result in negative consequences for the host, including reduced functionality of associated tissues. We present and analyze a low-dimensional mathematical model of this immune response to pathogen invasion, incorporating the coordinated actions of active immune cells, and both pro- and anti-inflammatory cytokines. The model simulates both the positive (pathogen reduction) and negative (local tissue dysfunction) effects of the immune response and includes the important role of immunologic memory in the process of a return to stasis. This differential equation-based model is sufficiently general to be applicable to a wide range of human tissues and organs.","Caudill L
Lynch F
","(PMID:29951890
)",A Mathematical Model of the Inflammatory Response to Pathogen Challenge.,https://europepmc.org/abstract/MED/29951890%0A
"Creative thinking plays a vital role in almost all aspects of human life. However, little is known about the neural and genetic mechanisms underlying creative thinking. Based on a cross-validation based predictive framework, we searched from the whole-brain connectome (34,716 functional connectivities) and whole genome data (309,996 SNPs) in two datasets (all collected by Southwest University, Chongqing) consisting of altogether 236 subjects, for a better understanding of the brain and genetic underpinning of creativity. Using the Torrance Tests of Creative Thinking score, we found that high figural creativity is mainly related to high functional connectivity between the executive control, attention, and memory retrieval networks (strong top-down effects); and to low functional connectivity between the default mode network, the ventral attention network, and the subcortical and primary sensory networks (weak bottom-up processing) in the first dataset (consisting of 138 subjects). High creativity also correlates significantly with mutations of genes coding for both excitatory and inhibitory neurotransmitters. Combining the brain connectome and the genomic data we can predict individuals' creativity scores with an accuracy of 78.4%, which is significantly better than prediction using single modality data (gene or functional connectivity), indicating the importance of combining multi-modality data. Our neuroimaging prediction model built upon the first dataset was cross-validated by a completely new dataset of 98 subjects (r = 0.267, p = 0.0078) with an accuracy of 64.6%. In addition, the creativity-related functional connectivity network we identified in the first dataset was still significantly correlated with the creativity score in the new dataset (p<10-3). In summary, our research demonstrates that strong top-down control versus weak bottom-up processes underlie creativity, which is modulated by competition between the glutamate and GABA neurotransmitter systems. Our work provides the first insights into both the neural and the genetic bases of creativity.","Liu Z
Zhang J
Xie X
Rolls ET
Sun J
Zhang K
Jiao Z
Chen Q
Zhang J
Qiu J
Feng J
","(PMID:29518564
)",Neural and genetic determinants of creativity.,https://europepmc.org/abstract/MED/29518564%0A
"A novel compact single-ridge waveguide (SRW) to coaxial line ultra-wideband transition is proposed in this paper. The transition using shorter matching networks between the coaxial port and the SRW port achieves maximum matching bandwidth; meanwhile, a wideband short circuit is also introduced to further broaden bandwidth performance. The whole structure is very simple and can be readily fabricated with a conventional computer numerical control machine. The prototype transitions were designed, manufactured, and measured. The measured results are reasonably consistent with the simulated results. Measurements show that the return loss and insertion loss of the back-to-back transition are better than 18 dB and 0.2 dB, respectively, from 6 to 18 GHz, with 100% fractional bandwidth. Besides, the measured return loss of the single transition is higher than 23 dB in the entire bandwidth. Compared with some other reported SRW transitions, the proposed SRW transition exhibits extreme compactness, lower insertion loss, and more excellent bandwidth performance. The dimensions of the transition structure are only 0.75λ * 0.7λ * 0.35λ (λ is the wavelength at the center frequency) for the central frequency of 12 GHz. The design's transition is completely scalable to other needed frequency band.","Deng J
Wang Q
Zhao P
","(PMID:30399821
)",A compact ultra-wideband ridge waveguide to coaxial line transition.,https://europepmc.org/abstract/MED/30399821%0A
"We present a new class of tunable light-driven oscillators based on mm-scale objects adsorbed at fluid interfaces. A fixed light source induces photothermal surface tension gradients (Marangoni stresses) that drive nanocomposite hydrogel discs away from a stable apex position atop a drop of water. The capillary forces on the disc increase with surface curvature; thus, they act to restore the disc to its original position. As the disc reenters the light source it again experiences Marangoni propulsion, leading to sustained oscillation for appropriate conditions. Propulsive forces can be modulated with incident light intensity, while the restoring force can be tuned via surface curvature-i.e., drop volume-providing highly tunable oscillatory behaviors. To our knowledge, this is the first example where Marangoni and capillary forces combine to incite sustained motion. As such, a model was developed that describes this behavior and provides key insights into the underlying control parameters. We expect that this simple approach will enable the study of more complex and coupled oscillatory systems.","Hauser AW
Sundaram S
Hayward RC
","(PMID:30362782
)",Photothermocapillary Oscillators.,https://europepmc.org/abstract/MED/30362782%0A
"Recent advances in DNA synthesis and computer science have enabled the de novo design of biosynthetic pathways. Numerous computational tools are currently available for searching biosynthetic pathways and ranking them on the basis of multiple criteria for installation into microbial chassis strains. This new framework allows the design of artificial biosynthetic pathways without expert knowledge of the specific biochemical reactions involved. Moreover, genetic apparatuses with quantitative and predictable properties enable rational construction of gene circuits. Thus, our ability to construct microbial cells specialized for bio-production is accelerating. However, many synthetic biology tools have not yet been fully applied to metabolic engineering owing to the lack of interdisciplinary collaboration between metabolic engineers and synthetic biologists. Therefore, we have focused on discussing how synthetic biology tools can be applied to de novo design of biosynthetic pathways.","Okano K
Honda K
Taniguchi H
Kondo A
","(PMID:30169822
)",De novo design of biosynthetic pathways for bacterial production of bulk chemicals and biofuels.,https://europepmc.org/abstract/MED/30169822%0A
"The incidence of benign and malignant testicular disorders is on the rise. Three literature reviews and one qualitative study found that men's awareness of testicular disorders was lacking, and their intentions to seek help for symptoms of testicular disease were low.The aim of the study was to enhance men's awareness of testicular disorders, help-seeking intentions for testicular symptoms, and intention and behavior to feel their testes.Men aged 18-50 years were recruited from a university and asked to engage in a three-level, educational, virtual reality experience. The Medical Research Council framework guided the development and pilot testing of the intervention. Knowledge, awareness, perceived risk, implementation intentions, help-seeking intentions, and behaviors were measured at pretest (T0), immediately posttest (T1), and 1 month posttest (T2).Data were available from 49 participants. In comparison to T0, a significant increase in knowledge (mean difference [MD] = 3.5, 95% CI [2.8, 4.26]); testicular awareness (MD = 0.2, 95% CI [0.01, 0.41]); implementation intentions (MD = 0.6, 95% CI [0.33, 0.90]); and help-seeking intentions for testicular swelling (MD = 0.3, 95% CI [0.12, 0.51]), lumpiness (MD = 0.3, 95% CI [0.08, 0.46]), and pain (MD = 0.6, 95% CI [0.25, 1.01]) was noted at T1. This increase was maintained at T2. Participants who expressed an intention to feel their testes at T0 were more likely to report performing this behavior at T2.The intervention succeeded in promoting knowledge, testicular awareness, implementation intentions, help-seeking intentions, and behaviors. A randomized controlled trial of the Enhancing Men's Awareness of Testicular Disorders intervention with a larger sample size is warranted.","Saab MM
Landers M
Cooke E
Murphy D
Davoren M
Hegarty J
","(PMID:30059354
)",Enhancing Men's Awareness of Testicular Disorders Using a Virtual Reality Intervention: A Pre-Post Pilot Study.,https://europepmc.org/abstract/MED/30059354%0A
"The objective of this study was to investigate the ability of computer vision system to predict pork intramuscular fat percentage (IMF%). Center-cut loin samples (n = 85) were trimmed of subcutaneous fat and connective tissue. Images were acquired and pixels were segregated to estimate image IMF% and 18 image color features for each image. Subjective IMF% was determined by a trained grader. Ether extract IMF% was calculated using ether extract method. Image color features and image IMF% were used as predictors for stepwise regression and support vector machine models. Results showed that subjective IMF% had a correlation of 0.81 with ether extract IMF% while the image IMF% had a 0.66 correlation with ether extract IMF%. Accuracy rates for regression models were 0.63 for stepwise and 0.75 for support vector machine. Although subjective IMF% has shown to have better prediction, results from computer vision system demonstrates the potential of being used as a tool in predicting pork IMF% in the future.","Liu JH
Sun X
Young JM
Bachmeier LA
Newman DJ
","(PMID:29684840
)",Predicting pork loin intramuscular fat using computer vision system.,https://europepmc.org/abstract/MED/29684840%0A
"BACKGROUND:To provide feedback to surgeons in robotic surgery training, many surgical skill evaluation methods have been developed. However, they hardly focus on the performance of the surgical motion segments. This paper proposes a method of specifying a trainee's skill weakness in the surgical training. METHODS:This paper proposed an automatic skill evaluation framework by comparing the trainees' operations with the template operation in each surgical motion segment, which is mainly based on dynamic time warping (DTW) and continuous hidden Markov model (CHMM). RESULTS:The feasibility of this proposed framework has been preliminarily verified. For specifying the skill weakness in instrument handling and efficiency, the result of this proposed framework was significantly correlated with that of manual scoring. CONCLUSION:The automatic skill evaluation framework has shown its superiority in efficiency, objectivity, and being targeted, which can be used in robotic surgery training.","Peng W
Xing Y
Liu R
Li J
Zhang Z
","(PMID:30281892
)",An automatic skill evaluation framework for robotic surgery training.,https://europepmc.org/abstract/MED/30281892%0A
"Studying the neural correlates of craving to smoke is of great importance to improve treatment outcomes in smoking addiction. According to previous studies, the critical roles of striatum and frontal brain regions had been revealed in addiction. However, few studies focused on the hub of brain regions in the 12 h abstinence induced craving in young smokers. Thirty-one young male smokers were enrolled in the present study. A within-subject experiment design was carried out to compare functional connectivity density between 12-h smoking abstinence and smoking satiety conditions during resting state in young adult smokers by using functional connectivity density mapping (FCDM). Then, the functional connectivity density changes during smoking abstinence versus satiety were further used to examine correlations with abstinence-induced changes in subjective craving. We found young adult smokers in abstinence state (vs satiety) had higher local functional connectivity density (lFCD) and global functional connectivity density (gFCD) in brain regions including striatal subregions (i.e., bilateral caudate and putamen), frontal regions (i.e., anterior cingulate cortex (ACC) and orbital frontal cortex (OFC)) and bilateral insula. We also found higher lFCD during smoking abstinence (vs satiety) in bilateral thalamus. Additionally, the lFCD changes of the left ACC, bilateral caudate and right OFC were positively correlated with the changes in craving induced by abstinence (i.e., abstinence minus satiety) in young adult smokers. The present findings improve the understanding of the effects of acute smoking abstinence on the hubs of brain gray matter in the abstinence-induces craving and may contribute new insights into the neural mechanism of abstinence-induced craving in young smokers in smoking addiction.","Zhao S
Li Y
Li M
Wang R
Bi Y
Zhang Y
Lu X
Yu D
Yang L
Yuan K
","(PMID:29926324
)",12-h abstinence-induced functional connectivity density changes and craving in young smokers: a resting-state study.,https://europepmc.org/abstract/MED/29926324%0A
"Studies of different cultures have reported that expectant fathers experience physiological and psychological changes during their partner's pregnancy. These symptoms are classed as Couvade Syndrome (sympathetic pregnancy) symptoms. The main aim of this study was to determine the prevalence of Couvade Syndrome among Jordanian expectant fathers. A descriptive quantitative research design that utilized the Men's Health During Partners' Pregnancy (MHDPP) questionnaire was employed to collect data from three Maternal and Child Health Care Centers in public hospitals. A total of 449 participants completed the questionnaire. Descriptive statistics were used to describe the characteristics of the sample and the main variables. Chi-square tests were conducted to find the relationship between the pregnancy trimester and the specific Couvade Syndrome symptom. Jordanian expectant fathers experienced high rates of Couvade Syndrome (59.1%). The prevalence of Couvade Syndrome among the participants is considered to be the highest reported rate when compared to the results of previous studies. This rate may be due to the tendency among men in Jordan to have a strong desire for children soon after marriage and to have a strong commitment to family life. With a better understanding of the expectant father's response to pregnancy, health-care providers would be better able to provide them with the necessary support and education. This could contribute to the health and well-being of expectant fathers and their families.","Mrayan L
Abujilban S
Abuidhail J
Bani Yassein M
Al-Modallal H
","(PMID:30387694
)",Couvade Syndrome Among Jordanian Expectant Fathers.,https://europepmc.org/abstract/MED/30387694%0A
"Unveiling the impact of a single parameter on the catalytic descriptor is fundamental to guide rational design principles for high-activity catalysts. Facets with distinct surface coordination that exhibit a central role in the kinetics modulation (reactivity) of surface electrochemistry, have remained elusive in oxygen evolution reactions (OERs). Here, the relationship between the predominant facets and catalytic reactivity is revealed, and it is recognized that facets decisively govern the oxygen evolution activity descriptor in hematite nanocrystals. Specifically, the hematite shows facet-dependent activity that follows the computed binding energy of surface-oxygenated intermediates. Moreover, a lower kinetics energy barrier is observed on a highly coordinated surface, both experimentally and computationally, in the light of molecular orbital principles. Consequently, a record-low overpotential and Tafel slope in iron oxides toward OER are manifested, competing against the benchmark binary transition metal oxide electrocatalysts and expelling the stereotype of the passive oxygen evolution activity of iron oxides. Significantly, the identification of facet-governing reactivity, construction of favorable facets, and strategic regulation of surface covalency enlighten design strategies for highly active catalysts.","Wu H
Yang T
Du Y
Shen L
Ho GW
","(PMID:30387194
)",Identification of Facet-Governing Reactivity in Hematite for Oxygen Evolution.,https://europepmc.org/abstract/MED/30387194%0A
"Objective: Standard antimicrobial susceptibility testing (AST) approaches lead to delays in the selection of optimal antimicrobial therapy. We sought to determine the accuracy of antimicrobial resistance (AMR) determinants identified by Nanopore whole genome sequencing in predicting AST results.Methods: Using a cohort of 40 clinical isolates (21 carbapenemase-producing carbapenem-resistant Klebsiella pneumoniae, 10 non-carbapenemase-producing carbapenem resistant K. pneumoniae, and 9 carbapenem-susceptible K. pneumoniae), three separate sequencing and analysis pipelines were performed: (1) a real-time Nanopore analysis approach identifying acquired AMR genes, (2) an assembly-based Nanopore approach identifying acquired AMR genes and chromosomal mutations, and (3) an approach using short read correction of Nanopore assemblies. The short read correction of Nanopore assemblies served as the reference standard to determine the accuracy of Nanopore sequencing results.Results: With the real-time analysis approach, full annotation of acquired AMR genes occurred within 8 hours of subcultured isolates. Assemblies sufficient for full resistance gene and single nucleotide polymorphism annotation were available within 14 hours from subcultured isolates. The overall agreement of genotypic results and anticipated AST results for the 40 K. pneumoniae isolates was 77% (range 30-100%) and 92% (range 80-100%) for the real-time approach and the assembly approach, respectively. Evaluating the patients contributing the 40 isolates, the real-time approach and assembly approach could shorten the median time to effective antibiotic therapy by 20 hours and 26 hours, respectively, compared to standard AST.Conclusions: Nanopore sequencing offers a rapid approach to both accurately identify resistance mechanisms as well as predict AST results for K. pneumoniae isolates. Bioinformatics improvements enabling real-time alignment coupled with rapid extraction and library preparation will further enhance the accuracy and workflow of the Nanopore real-time approach.","Tamma PD
Fan Y
Bergman Y
Pertea G
Kazmi A
Lewis S
Carroll KC
Schatz MC
Timp W
Simner PJ
","(PMID:30373801
)",Applying Rapid Whole Genome Sequencing to Predict Phenotypic Antimicrobial Susceptibility Testing Results Among Carbapenem-Resistant Klebsiella pneumoniae Clinical Isolates.,https://europepmc.org/abstract/MED/30373801%0A
"Hepatocellular carcinoma (HCC) remains a deadly cancer, underscoring the need for relevant preclinical models. Male C3HeB/FeJ mice model spontaneous HCC with some hepatocarcinogenesis susceptibility loci corresponding to syntenic regions of human chromosomes altered in HCC. We tested other properties of C3HeB/FeJ tumors for similarity to human HCC. C3HeB/FeJ tumors were grossly visible at 4 months of age, with prevalence and size increasing until about 11 months of age. Histologic features shared with human HCC include hepatosteatosis, tumor progression from dysplasia to poorly differentiated, vascular invasion, and trabecular, oncocytic, vacuolar, and clear cell variants. More tumor cells displayed cytoplasmic APE1 staining versus normal liver. Ultrasound effectively detected and monitored tumors, with 85.7% sensitivity. Over 5000 genes were differentially expressed based on the GSE62232 and GSE63898 human HCC datasets. Of these, 158 and 198 genes, respectively, were also differentially expressed in C3HeB/FeJ. Common cancer pathways, cell cycle, p53 signaling and other molecular aspects, were shared between human and mouse differentially expressed genes. We established eigengenes that distinguish HCC from normal liver in the C3HeB/FeJ model and a subset of human HCC. These features extend the relevance and improve the utility of the C3HeB/FeJ line for HCC studies.","Zavadil JA
Herzig MCS
Hildreth K
Foroushani A
Boswell W
Walter R
Reddick R
White H
Zare H
Walter CA
","(PMID:30365185
)",C3HeB/FeJ Mice mimic many aspects of gene expression and pathobiological features of human hepatocellular carcinoma.,https://europepmc.org/abstract/MED/30365185%0A
"BACKGROUND AND OBJECTIVE:In pulmonary nodule detection, the first stage, candidate detection, aims to detect suspicious pulmonary nodules. However, detected candidates include many false positives and thus in the following stage, false positive reduction, such false positives are reliably reduced. Note that this task is challenging due to 1) the imbalance between the numbers of nodules and non-nodules and 2) the intra-class diversity of non-nodules. Although techniques using 3D convolutional neural networks (CNNs) have shown promising performance, they suffer from high computational complexity which hinders constructing deep networks. To efficiently address these problems, we propose a novel framework using the ensemble of 2D CNNs using single views, which outperforms existing 3D CNN-based methods. METHODS:Our ensemble of 2D CNNs utilizes single-view 2D patches to improve both computational and memory efficiency compared to previous techniques exploiting 3D CNNs. We first categorize non-nodules on the basis of features encoded by an autoencoder. Then, all 2D CNNs are trained by using the same nodule samples, but with different types of non-nodules. By extending the learning capability, this training scheme resolves difficulties of extracting representative features from non-nodules with large appearance variations. Note that, instead of manual categorization requiring the heavy workload of radiologists, we propose to automatically categorize non-nodules based on the autoencoder and k-means clustering. RESULTS:We performed extensive experiments to validate the effectiveness of our framework based on the database of the lung nodule analysis 2016 challenge. The superiority of our framework is demonstrated through comparing the performance of five frameworks trained with differently constructed training sets. Our proposed framework achieved state-of-the-art performance (0.922 of the competition performance metric score) with low computational demands (789K of parameters and 1024M of floating point operations per second). CONCLUSION:We presented a novel false positive reduction framework, the ensemble of single-view 2D CNNs with fully automatic non-nodule categorization, for pulmonary nodule detection. Unlike previous 3D CNN-based frameworks, we utilized 2D CNNs using 2D single views to improve computational efficiency. Also, our training scheme using categorized non-nodules, extends the learning capability of representative features of different non-nodules. Our framework achieved state-of-the-art performance with low computational complexity.","Eun H
Kim D
Jung C
Kim C
","(PMID:30337076
)",Single-view 2D CNNs with fully automatic non-nodule categorization for false positive reduction in pulmonary nodule detection.,https://europepmc.org/abstract/MED/30337076%0A
"The discovery of new materials can bring enormous societal and technological progress. In this context, exploring completely the large space of potential materials is computationally intractable. Here, we review methods for achieving inverse design, which aims to discover tailored materials from the starting point of a particular desired functionality. Recent advances from the rapidly growing field of artificial intelligence, mostly from the subfield of machine learning, have resulted in a fertile exchange of ideas, where approaches to inverse molecular design are being proposed and employed at a rapid pace. Among these, deep generative models have been applied to numerous classes of materials: rational design of prospective drugs, synthetic routes to organic compounds, and optimization of photovoltaics and redox flow batteries, as well as a variety of other solid-state materials.","Sanchez-Lengeling B
Aspuru-Guzik A
","(PMID:30049875
)",Inverse molecular design using machine learning: Generative models for matter engineering.,https://europepmc.org/abstract/MED/30049875%0A
"Hydroponic uptake studies were conducted to evaluate the uptake and translocation of Tc, Cs (stable analog for Cs), Np, and U into established and seedling Andropogon virginicus specimens under controlled laboratory conditions. Plant specimens were grown in analyte-spiked Hoagland nutrient solution for 24 h, 3 d, and 5 d. Translocation to shoots was greatest for Tc and Cs, likely due to their analogous nature to plant nutrients, while U (and Np to a lesser extent) predominantly partitioned to root tissue with less extensive translocation to the shoots. Plant age contributed significantly to differences in concentration ratios for all nuclides in shoot tissues (p ≤ 0.024), with higher concentration ratios for seedling specimens. Additionally, duration of exposure was associated with significant differences in concentration ratios of Cs and Tc for seedlings (p = 0.007 and p = 0.030, respectively) while plant part (root or shoot) was associated with significant differences in concentration ratios of established plants (p < 0.001 for both nuclides). Statistically significant increases in radionuclide uptake in seedling specimens relative to established plants under controlled conditions suggests that, in addition to geochemical factors, plant life stage of wild grasses may also be an important factor influencing radionuclide transport in the natural environment.","Montgomery DA
Edayilam N
Tharayil N
Powell BA
Martinez NE
","(PMID:29878916
)","The Uptake and Translocation of 99Tc, 133Cs, 237Np, and 238U Into Andropogon Virginicus With Consideration of Plant Life Stage.",https://europepmc.org/abstract/MED/29878916%0A
"Haloarcula strains, which are halophilic archaea, harbour two to three copies of 16S rRNA genes (rrsA, rrsB and rrsC) in their genomes. While rrsB and rrsC (rrsBC) show almost identical sequences, rrsA shows 4-6% sequence difference and 1-3% guanine-plus-cytosine content (PGC) difference compared to rrsBC. Based on the strong correlation between the PGC of 16S rRNA genes and the growth temperatures of the prokaryotes, we hypothesised that high-PGC rrsA and low-PGC rrsBC are expressed at high and low temperatures, respectively. To verify the hypothesis, we performed sequence analyses and expression surveys of each 16S rRNA gene in eight Haloarcula strains. The secondary structure prediction of the 16S rRNA via computer simulation showed that the structural stability of 16S rRNAs transcribed from rrsA was higher than that of 16S rRNAs transcribed from rrsBC. We measured expression levels of rrsA and rrsBC under various temperature conditions by reverse-transcriptase quantitative PCR. The expression ratio of high-PGC rrsA to low-PGC rrsBC increased with cultivation temperatures in seven of eight Haloarcula strains. Our results suggest that the transcription of high-PGC rrsA and low-PGC rrsBC may be regulated in response to environmental temperature, and that 16S rRNAs transcribed from high-PGC rrsA function under high temperature conditions close to the maximum growth temperature.","Sato Y
Kimura H
","(PMID:30128892
)",Temperature-dependent expression of different guanine-plus-cytosine content 16S rRNA genes in Haloarcula strains of the class Halobacteria.,https://europepmc.org/abstract/MED/30128892%0A
"While structural data on viruses are more and more common, information on their dynamics is much harder to obtain as those viruses form very large molecular complexes. In this paper, we propose a new method for computing the coarse-grained normal modes of such supra-molecules, NormalGo. A new formalism is developed to represent the Hessian of a quadratic potential using tensor products. This formalism is applied to the Tirion elastic potential, as well as to a Gō like potential. When combined with a fast method for computing a select set of eigenpairs of the Hessian, this new formalism enables the computation of thousands of normal modes of a full viral shell with more than one hundred thousand atoms in less than 2 h on a standard desktop computer. We then compare the two coarse-grained potentials. We show that, despite significant differences in their formulations, the Tirion and the Gō like potentials capture very similar dynamics characteristics of the molecule under study. However, we find that the Gō like potential should be preferred as it leads to less local deformations in the structure of the molecule during normal mode dynamics. Finally, we use NormalGo to characterize the structural transitions that occur when FAB fragments bind to the icosahedral outer shell of serotype 3 of the Dengue virus. We have identified residues at the surface of the outer shell that are important for the transition between the FAB-free and FAB-bound conformations, and therefore potentially useful for the design of antibodies to Dengue viruses.","Koehl P
Delarue M
","(PMID:30273615
)",Coarse-grained dynamics of supramolecules: Conformational changes in outer shells of Dengue viruses.,https://europepmc.org/abstract/MED/30273615%0A
"There are several computer applications (apps) that can be installed on smartphones to assist patients with diabetes in treating their disease. Not only does the range of use of such apps vary greatly, their quality does as well. As part of the DiaDigital initiative of the German Working Group for Diabetes Technology (AGDT), apps are evaluated using a set of criteria and a seal of distinction is then awarded ( www.diadigital.de ). The information collected in this review process is made public on this website to ensure both the necessary transparency as well as to be able to rapidly adapt voting on further app development. Until now, no such approach on evaluating the quality of diabetes apps has existed in Germany. The hope is that this will also help improve the quality of apps.","Kaltheuner M
Drossel D
Heinemann L
","(PMID:30264585
)",DiaDigital Apps: Evaluation of Smartphone Apps Using a Quality Rating Methodology for Use by Patients and Diabetologists in Germany.,https://europepmc.org/abstract/MED/30264585%0A
